 sein 	146874
	0.5510475132815079
 seine 	232210
	0.8712143950535762
 seinen 	136474
	0.5120283939130174
 seines 	60364
	0.22647597322688118
 seinem 	132049
	0.4954265089894048
 seiner 	242829
	0.9110551670318456
 ihr 	93496
	0.3507818831227301
 ihre 	151259
	0.5674993246690878
 ihren 	92012
	0.3452141549359186
 ihres 	27389
	0.10275910195996038
 ihrem 	55775
	0.20925878680553472
 ihrer 	125181
	0.46965888285259777
